original_title,unified_id,detected_language_code,english_display_title
Romantic Sphere Ball Sorting,693b870414f7fd0bbd958e4b,en,Romantic Sphere Ball Sorting
"VIP Games: Gin Rummy, Hearts",59c5b5fe79b1cc0afeb97584,en,"VIP Games: Gin Rummy, Hearts"
Jungle Vet Care Games For Kids,56cb9c2b92331690e8000210,en,Jungle Vet Care Games For Kids
Zombie Fortress: Trap Defense,678320e41c5ca15010ec3400,en,Zombie Fortress: Trap Defense
魔神大陸：傳說,690974460a956c8c5e9e81f9,zh-Hant,Demon God Continent: Legend
Real Canasta,628e68fe67dd012af6bf00bd,es,Real Canasta
モーリーオンライン - オンラインクレーンゲーム（オンクレ）,5b0bf887719d2479dc0e62ef,ja,Molly Online - Online Crane Game
Pocket City 2,642138e2379b6636ef5c0a40,en,Pocket City 2
일념환생: 각성,69003a6676912a15303af3d8,ko,Single-Mind Reincarnation: Awakening
最终幻想14：水晶世界,67f835e063efcdbbff489f0c,zh,Final Fantasy XIV: Crystal World
Golden City Casino,5dcdd5c37963e24943b74b33,en,Golden City Casino
보스 포커 (홀덤 7포커 블랙잭 바카라 슬롯 바둑이),57be7fc422dce02f17000238,ko,"Boss Poker (Hold'em, 7-Poker, Blackjack, Baccarat, Slots, Badugi)"
Экзорцист: печать древности,6708d07bf34e405ded2e91d6,ru,The Exorcist: The Seal of Antiquity
Forestory-Charm of Stories,67f1cb6dbce378690e5f2189,en,Forestory-Charm of Stories
Mahjöng,56f581ad02ac64297a000015,vi,Mahjöng
慈溪麻将-慈溪人都在玩,65842465c25b0029d26b7e27,zh,Cixi Mahjong - Everyone in Cixi is playing it
Kingland - Castle Adventure,657b74123a20d37a87c19779,en,Kingland - Castle Adventure
Association Master: Word Game,67c30c686c2e7ee751d2c471,en,Association Master: Word Game
World Cricket Championship 3,5e9e4be2bb19512b1dafa711,en,World Cricket Championship 3
Ta Là Cao Thủ Võ Lâm Joygames,69af72e2dd9b768f3d060882,vi,I Am a Martial Arts Master - Joygames
Slam Clash!,680841ea453f3a788d1271df,en,Slam Clash!
악마를 죽이는 소년들,6945ef924cb65f0f17319ba2,ko,Boys Who Kill Devils
Clue Chase,68a7f5392959df1982923e9c,en,Clue Chase
Jackpot Winner - Slots Casino,65fe53982a2738719a143e8f,en,Jackpot Winner - Slots Casino
FIFA Heroes: Football Action,699e6cfa5c48c44dbab3b543,en,FIFA Heroes: Football Action
Schafkopf,551c85829ae66ee3d700097b,de,Sheephead
仙境传说RO：天天打波利,5720d7cf02ac640bed000041,zh,Ragnarok Online: Everyday Poring
Lost Lands 8,62f681549b0a111fb07a8ea4,en,Lost Lands 8
RagnarokX: Следующее поколение,6944e3da5987eee77d337943,ru,Ragnarok X: The Next Generation
街机金蟾捕鱼2-真人在线捕鱼游戏大作战,655cb14bbd3ebd5da9f0516f,zh,Arcade Golden Toad Fishing 2 - Real-person online fishing game battle
Pirates Outlaws,5c78075ab9ab947a74e00a16,en,Pirates Outlaws
Football Chairman Pro,5378937f830f782dbe0018cf,en,Football Chairman Pro
Road to Valor: Empires,63f76d44f17f5622f82dc827,en,Road to Valor: Empires
Badminton League,59e99845ac374546d0414889,en,Badminton League
這三國有點獸,69e981c6ec3f50eeee8edea0,zh-Hant,This Three Kingdoms has some beasts
Bounce Defense,67a4b9bd85add48d55f3c8ec,en,Bounce Defense
Wish & Wonder: Xmas Makeover,68d4dff29901eb386b2962fc,en,Wish & Wonder: Xmas Makeover
Pocket World 3D,5d4324225c6ace7ebc37c174,en,Pocket World 3D
I Am Cat,6770b9833cdce7c615ca0df6,en,I Am Cat
World of Immortal Heroes,6957436df03d1457cf6de26d,en,World of Immortal Heroes
B.o.T,5a4f4d3a0211a68727a8ca82,en,B.o.T
Static Shift Racing,63a25c30a60560472b28fa2c,en,Static Shift Racing
Fortress Frontlines,67ec840196c1078110c7a180,en,Fortress Frontlines
弹弹岛2,5768e7d10211a6160100009e,zh,Bomb Island 2
Big Bang Thời Không,6789c27b071f468408c45876,vi,Big Bang Time and Space
Brain Test 2: Tricky Stories,5ebe7dae2753d06dce2bf40c,en,Brain Test 2: Tricky Stories
Lanota - Music game with story,57859fe40211a6f569000066,en,Lanota - Music game with story
Yalla Jackaroo - Classic,678c4c21c3500e3285f9a74a,en,Yalla Jackaroo - Classic
Mega Tycoon: Build Coin World,694f568b9dd0ae0c424e4b64,en,Mega Tycoon: Build Coin World
Unnamed Space Idle,668ca6d9aec3302e079e7f5a,en,Unnamed Space Idle
Domino QiuQiu 99 QQ Gaple Slot,5c26ea43d2920228c24aa75f,id,Domino QiuQiu 99 QQ Gaple Slot
Fly Corp: Airline Manager,602abe04b076385140ae918c,en,Fly Corp: Airline Manager
Rage of Kings - Kings Landing,580f7a2d0211a63f94000557,en,Rage of Kings - Kings Landing
Ping Pong Fury,5ef3ff76555b5522140de3bb,en,Ping Pong Fury
반갑다! 반갑삼국지,68db72049e3fe567956be8ad,ko,Nice to meet you! Ban-gap Samgukji
Dungeon Squad,62e499b85b8c013e9ee5417e,en,Dungeon Squad
Hunting Game - Sniper Battle,6788a8065eed3cee3f9c3438,en,Hunting Game - Sniper Battle
Magic Journey: War of Heroes,6791ac49c113ee3c1068dbac,en,Magic Journey: War of Heroes
Raid Plaza,647438f38efd986bbc5274fe,en,Raid Plaza
Farm Rush: Harvest Tycoon,68dc81189c599fa792dacf76,en,Farm Rush: Harvest Tycoon
盼盼十三水,6823f27534edf416baf24a1f,zh,Panpan Thirteen Cards
Poker Offline,55de04a802ac6453fd0338e6,en,Poker Offline
50 Tiny Room Escape,64d6fdf3fea9b01a435e461c,en,50 Tiny Room Escape
Truck Simulator USA : Classic,587faf840211a62a3d000010,en,Truck Simulator USA : Classic
Super Auto Pets,6089704c23cfc6060c672acf,en,Super Auto Pets
Pocket World-New Journey,6142c4e01800971d8a314a58,en,Pocket World-New Journey
Fairy Tamer,69b36b4beef806373a596e5f,en,Fairy Tamer
Screw Sort Jam™ - Screw Puzzle,66c9358503a34fcf5e3a074b,en,Screw Sort Jam™ - Screw Puzzle
Sheep Dash-Farm Animal Escape,6937009b88c4e31cb3b98167,en,Sheep Dash-Farm Animal Escape
金武江湖 - 單機金庸群俠傳復刻,665b05df3d2e781d1e77b2e8,zh-Hant,Jinwu Jianghu - A Single-Player Remake of Jin Yong's Heroes
Flight Simulator 2025,5c26dcce98d6d63e4c5381bf,en,Flight Simulator 2025
MamoBall - Online Soccer,5ce498f9b31b0e77ff6292c5,en,MamoBall - Online Soccer
Resident Evil 4,65116dca956c2c4f344c8563,en,Resident Evil 4
宇游麻将-红中血流麻将棋牌合集,5fe07991f28fe5105801f62c,zh,Yuyou Mahjong - Red Dragon Blood Flow Mahjong Collection
DEEMO,55c5103d02ac64f9c0002490,vi,DEEMO
Assassin's Creed Mirage,66315f10e5a9741b1e486efc,en,Assassin's Creed Mirage
暗棋大戰Online,552d91c22d4d501e31000897,zh-Hant,Dark Chess Battle Online
Mori Tale,69c616b2fad47f8595a64441,it,Mori Tale
趣穿書ChoiceCraft-沉浸式重生逆襲言情穿越互動小說,67e891efdec8337192f642c1,zh-Hant,"ChoiceCraft - An immersive, interactive romance novel about rebirth, revenge, and time travel."
Dirt Bike Unchained,5e009c88b9ab940d4ad1ecf8,en,Dirt Bike Unchained
Hidden Objects: Find It!,5dd62401dba8ba4196670ab8,en,Hidden Objects: Find It!
拼来拼趣 - 疯狂组合拼图游戏 经典手机拼图大闯关,55d93fbb02ac645ad21426bd,zh,"Puzzle Fun - Crazy Combination Puzzle Game, Classic Mobile Puzzle Challenge"
DeerFiction-Web Stories&Novels,64a394a0b9f2ce0a9f76ed13,en,DeerFiction-Web Stories&Novels
誓いのキスは突然に Love Ring,55d20e4202ac64ee7300017b,ja,A sudden kiss of vows Love Ring
California Escapades,5d57545c7255c838928ac986,en,California Escapades
New 電波人間のRPG FREE！,67ce95597d961c147b086dfb,ja,New Denpa Ningen RPG FREE!
Dragon Tamer,5df82bcff01ac00e720cb72e,en,Dragon Tamer
Legendary Tales 3,654d6bf2722b89722fadf95d,en,Legendary Tales 3
Nonogram.com - Puzzle Games,5c81393b5c32a02233b16bcc,en,Nonogram.com - Puzzle Games
Idle Five - Basketball Manager,5fbf372c2f3b445bffa570a1,en,Idle Five - Basketball Manager
LaLa Poker,678fa89728879890b225d08f,sv,LaLa Poker
Loot Heroes: Fantasy RPG Games,63097858dbe27a21ac4d0809,en,Loot Heroes: Fantasy RPG Games
Queens Master: Sudoku Puzzle,6753a94a9049e6c00f8fd6ed,en,Queens Master: Sudoku Puzzle
这三国有点兽,698953395756932dcff278a6,zh,This Three Kingdoms has some beasts
Chủ Công Xung Xung Xung,64e70b3f0872f07ed0df43da,vi,"Lord Commander, Charge! Charge! Charge! Charge!"
大树下福建麻将,655c6b5a59f83d6d520fe0ee,zh,Fujian Mahjong under the Big Tree
Combat Cruiser,64f8826ab3ae277f871503ac,en,Combat Cruiser
Idle Life - Simulator,68ba329d9a7f00f649a8e678,en,Idle Life - Simulator
ファントム オブ キル スリースターズ,69be035d1e1976c19b68cc17,ja,Phantom of Kill Three Stars
Goods Group™ - Sort Game,6545ddadd6dd1a0e9d45da7b,en,Goods Group™ - Sort Game
MLB 9이닝스 GM,5947786948e4ce27970019d4,ko,MLB 9 Innings GM
魔法门之英雄无敌：王朝,5d3bedda1949fa7d24a9d2b4,zh,Heroes of Might and Magic: Dynasty
Luxy Poker-Online Texas Poker,5588af4dbf0316673302c1ae,en,Luxy Poker-Online Texas Poker
Tennis Rising Star,68ccb7907180b30bdbebf82c,en,Tennis Rising Star
Car For Sale Simulator,657296c8efc10930649fbb8b,en,Car For Sale Simulator
Old Greg's Tavern,69a7999ac28118e49426ce2b,en,Old Greg's Tavern
Monster Maidens：Edenfall,68adc12efc88878c6a8c068f,en,Monster Maidens：Edenfall
我叫MT：归来,62f3f9a6f16eec3493f92785,zh,My name is MT: Return
Box Head: Roguelike,64f146d54126280d6f6ade90,en,Box Head: Roguelike
لعبة بلوت - Arab Card Game,5ff7b693381d8f3631a4d91e,ar,Baloot - Arab Card Game
Merge Skyland Adventures,68c7f46343283aafb4321a20,en,Merge Skyland Adventures
随机冲突：土豆英雄,6016db79463c410ec505894a,zh,Random Conflict: Potato Heroes
Friday Night Funkin',686f7af0d74b7b8fdb3af1d3,hi,Friday Night Funkin'
Words of Wonders: Guru,60012b6609149f4572e8b4c1,en,Words of Wonders: Guru
비즈 앤 타운: 회사 경영 시뮬레이션 - 타이쿤 게임,65e6b2850e277b6703ea647b,ko,Biz and Town: Company Management Simulation - Tycoon Game
Fish Tycoon 2 Virtual Aquarium,58c34ccc5b7d6d164c000337,en,Fish Tycoon 2 Virtual Aquarium
Retro Goal,60d35445dc5b2e56c6a0326d,en,Retro Goal
Word Maker: Words Games Puzzle,5fc51fbf9f506348dee179b7,en,Word Maker: Words Games Puzzle
Loop Hero,65c49850e18dac29e93d25a2,en,Loop Hero
Phantom Ultimatum,6995336ffb5417d66b49ee6e,hi,Phantom Ultimatum
بلوت المحترفين,63cc8ad36e5e044bcd40e63d,ar,Professional Baloot
Battle Legion: Mass Troops RPG,5c3930ce249f1f6203b7ea6c,en,Battle Legion: Mass Troops RPG
Dealer's Life 2,6168d3694de76e2bf6180c8c,en,Dealer's Life 2
Halls of Torment: Premium,669a422baee4bac0345d5c32,en,Halls of Torment: Premium
Billion Cash Slots-Casino Game,5e1ea5f69ac3eb35b0c162f5,en,Billion Cash Slots-Casino Game
Monster Connect: Magic Path,6168ed40d14df26d119aaedc,en,Monster Connect: Magic Path
ドラゴンクエストビルダーズ アレフガルドを復活せよ,628f7620bc1d9d2494fb3755,ja,Dragon Quest Builders: Revive Alefgard
獨步仙途,69c55201a53e5d88b35aed7e,zh-Hant,Walking Alone on the Immortal Path
超級海戰：紀元崛起,66b98fdfaf0c1c0e6845cd13,zh-Hant,Super Naval Warfare: Rise of the Era
Coloring Fun Words,690be56a67bda8cdb9399490,en,Coloring Fun Words
Clinic Mania : Hospital Sim,633a6986a546ab5deda52126,en,Clinic Mania : Hospital Sim
幸运麻将,68d2149f0a94acc7bcdded89,zh,Lucky Mahjong
全民千炮捕鱼-高爆3D街机捕鱼游戏,69deeab319d93df56cc5c8b6,zh,All People's Thousand Cannon Fishing - High-Explosive 3D Arcade Fishing Game
VEGA Conflict,55c4263a02ac64f9c0001677,en,VEGA Conflict
Neopets: Tales of Dacardia,661d5e510478f626ba56cfc7,en,Neopets: Tales of Dacardia
Grand Legend,5e482ae584282b705c45ede1,en,Grand Legend
Bike Stunt 3D Bike Racing Game,5d4f8460d98be9122ba20da1,en,Bike Stunt 3D Bike Racing Game
Imposter AI - Party Game,693b7e9061e8bb09bc4546e6,en,Imposter AI - Party Game
Neopets: Faerie Fragments,66f4d67fe529b9f2b82f3ee9,en,Neopets: Faerie Fragments
Life Is Strange,5a2f6da4750e20159d4d3769,en,Life Is Strange
GBA Emulator - 90s Retro Games,657b9d5d4bb60844f3f12d09,en,GBA Emulator - 90s Retro Games
新世界：惡の航線,67ca55f4a18e123558ae03c0,zh-Hant,New World: Evil's Route
취준생 키우기 : 취업 시뮬레이션 게임,6a0d0ce6ba8c93d60f948305,ko,Raising a Job Seeker: Job Simulation Game
Raptor Evolution,66b2c57efa613e5d21761dac,en,Raptor Evolution
Power Pop Bubbles,58c9ee4c764e7032f60005fb,en,Power Pop Bubbles
LEGO® Jurassic World™,56ff33a6d0abb1acd3001746,en,LEGO® Jurassic World™
Slots Vacation: Slot Machines,55c5101f02ac64f9c0002481,en,Slots Vacation: Slot Machines
다크M: 신규 직업 뱀파이어,65432320b3ae273b1937dfd2,ko,Dark M: New Class Vampire
Math Solitaire: Brain Game,69c23003f21004b6b9caec6a,en,Math Solitaire: Brain Game
大富豪 Online,55c5735e02ac64f9c00037e9,zh,The Rich Online
계급장 키우기,5a4ed85064c2e2775b31759b,ko,Raising rank insignia
Rento - Dice Board Game Online,5570f62ed83755a04202ffee,en,Rento - Dice Board Game Online
عهد الأبطال: نصل الحق,69ec2cd03467b765f846a6ec,ar,The Covenant of Heroes: The Blade of Truth
境界-死神激斗（正版授权）,5b7c1f31249f1f1f5fea8a1e,zh,Bleach: Brave Souls (Officially Licensed)
원령: 저주의 왕,699d1cfab966a6b30e19f1ee,ko,Ghost: The King of Curses
Travel Match,6294186d5934a846007e43a1,en,Travel Match
Pick me up - idle,655e81a5b3ae273f2144eb4e,en,Pick me up - idle
Happy Yarn: ASMR Screw,68a6b92ace82ea6ada765f8e,en,Happy Yarn: ASMR Screw
俠客傳說：小小英雄,6746a2c0d58358104e3718b6,zh-Hant,Legend of the Swordsman: Little Heroes
スロットストリート【パチスロ好きのカジノ＆スロット】,59dcb9820211a66be181b3bb,ja,Slot Street [Casino & Slots for Pachinko & Slot Lovers]
史诗大陆,6930f27b3413ea0a263d38c8,zh,Epic Continent
Hoa Sơn Kiếm Thế VTC,686df636806200746197fb33,vi,Hoa Son Kiem The VTC
螺旋圆舞曲,5b0fe02d52b5c10a1cbbb1b7,zh,Spiral Waltz
Tokyo 7th シスターズ,55c52ecd02ac64f9c0002d46,ja,Tokyo 7th Sisters
Crush Block Jam,684ff11527e2c1cf40ba5a34,en,Crush Block Jam
Godus,55c5280902ac64f9c0002b32,lt,Greedy
Slots Rush: Vegas Casino Slots,5943a0310211a6039a000479,en,Slots Rush: Vegas Casino Slots
象山麻将-推倒胡,60222e7f98d77546f8761a00,zh,Xiangshan Mahjong - Push Down the Wall
Parchis Classic game,55c52ac402ac64f9c0002c0e,en,Parchis Classic game
Pool Blitz,60784175b9f62136d9a72dca,en,Pool Blitz
Solo Spellcasting,6692c41ae6aea3b9549bdbc2,en,Solo Spellcasting
Jigsaw Bug: HD Puzzle Game,56cbc54f0ae318c1ab001175,en,Jigsaw Bug: HD Puzzle Game
Skylore－fantasy MMORPG,5dd4c224b279ba7bfd5edc33,en,Skylore－fantasy MMORPG
Idle Apartment Tycoon,680c58f2b8d7fd728918c256,en,Idle Apartment Tycoon
Ancient Planet Tower Defense,5536f1f45c9a378188000003,en,Ancient Planet Tower Defense
Solitaire Dreams,56c648851858b9594b0045b9,en,Solitaire Dreams
麻雀-ジャンナビ-3人麻雀アプリで麻雀ゲーム,55c5803802ac64f9c00039c3,ja,Mahjong - JanNavi - 3-player Mahjong app for playing Mahjong games
Tricky Story,68e9df5a62d4502258fcd72e,en,Tricky Story
Play Seka with friends!,5af26a87a55aa620421018df,en,Play Seka with friends!
Grand Crown: Pandora's Fate,681db08a27e2c158d9efbcdf,en,Grand Crown: Pandora's Fate
神州M,681ac1962f5d7944b010efea,zh,Shenzhou M
Pet Buddies - Tablet,55d93e6b02ac645ad2103b14,en,Pet Buddies - Tablet
올스타 레전드 클래시,5d12e464dcfd07254a2fc08a,ko,All-Star Legend Clash
クレマス クレーンゲームマスター オンラインクレーンゲーム,5afca35c80a8e141ed0a8be7,ja,Crane Game Master Online Crane Game
Sort Match™:3D Goods Puzzle,6628f3cf4ca2074e79eaa38e,en,Sort Match™:3D Goods Puzzle
Monster Demolition - Giants 3D,62fe5bb4c084ff069dab06eb,en,Monster Demolition - Giants 3D
Kingdom Two Crowns,5e857a72c898560aae231f26,en,Kingdom Two Crowns
Homematch Home Design Games,5b7e4359525d810f6acc9acf,en,Homematch Home Design Games
NBA 2K25 MyTEAM,672cf9984e84263c5045bec8,en,NBA 2K25 MyTEAM
Dreamy Harvest: Farm Island,68521c27de66709ebf97bcf5,en,Dreamy Harvest: Farm Island
Ages of Conflict World War Sim,64d34fbb539d911d50877683,en,Ages of Conflict World War Sim
슈퍼마린디펜스,68c1089cbe2e7f6494def2a3,ko,Super Marine Defense
Blush Blush - Idle Otome Game,61dd0d7c8c85a04e4fe986bb,en,Blush Blush - Idle Otome Game
Skullburn,69cb15e7f54b84966c2ebee6,sv,Skullburn
Undead Slayer: Horde Survivor,67ee4d1743283aebe5fed952,en,Undead Slayer: Horde Survivor
ملكة الموضة | لعبة قصص و تمثيل,5e43fc54b9ab945141a8d9ca,ar,Fashion Queen | Story and Role-Playing Game
Kickoff Football 2026,69f2a31670551416490d7c28,en,Kickoff Football 2026
全民学霸-经营你的校园！,6050b3d89d3f5957b3a16be3,zh,All-round academic superstars - manage your campus!
Indoplay-Capsa QQ Poker,55c54cd002ac64f9c0003324,id,Indoplay-Capsa QQ Poker
R2M,5f23aea65ac8952f60300fd0,en,R2M
Galaxy Division: Space Battles,69371f8027e2c1e213e8336b,en,Galaxy Division: Space Battles
Binokel Palast - Karten & Spaß,5d0060848079e33d089fb5f5,de,Binokel Palace - Cards & Fun
Bricks and Balls Crusher,5d82de8733797d4c815d4371,en,Bricks and Balls Crusher
Police Station Idle,6310365bb3ae2769ec06bfdc,en,Police Station Idle
夢幻城,6461a84632eef8375fc035fe,zh-Hant,Dream City
마법의 잉크: 꾸미기 힐링 SNG,660f6696575b5736e45eff2e,ko,Magic Ink: Decoration & Healing SNG
美男惡徒 - 闇夜中綻放的邪惡之戀,6843b2a48abb12b2adb34960,zh-Hant,Handsome Villain - An Evil Love Blooming in the Dark Night
My Hamster Story,64443697c5bd9c26aa6e9b67,en,My Hamster Story
Trivia Crack Retro Quiz,5b8380f55e1d8c128d90cacf,en,Trivia Crack Retro Quiz
开心十三张&哈局,5da11ad03ea98330b089647e,zh,Happy Thirteen Cards & Harbin Bureau
Heroes of Camelot,55c505c502ac64f9c0002107,en,Heroes of Camelot
Monster Rampage,6855fe060ba14f775f14ae18,en,Monster Rampage
Rumble Heroes - Adventure RPG,637ec3b082685a1efcbc35ac,en,Rumble Heroes - Adventure RPG
FPS Strike Ops : Modern Arena,66495a9c1da696102a9f4d08,en,FPS Strike Ops : Modern Arena
红运三人麻将 Hong Yun 3P Mahjong,5843f8b10211a6bed7000c4c,zh,Hong Yun 3P Mahjong
Avatar Maker Dress up for kids,61d7c7a86459fd169ab2af0d,en,Avatar Maker Dress up for kids
Franchise Football: Pro GM,59b02cab0211a6711360e5ae,en,Franchise Football: Pro GM
Lonely Survivor,62ef86d5ae80ae18b0dc3e80,en,Lonely Survivor
パチスロ 革命機ヴァルヴレイヴ,653a79d7d31cbf6f8accc320,ja,Pachislot Valvrave the Liberator
뉴포리아: 서바이벌,65707bcefc5b8141be5eb3d0,ko,Newforia: Survival
Goddess Era: 2331 Draws,6260ee42fd69865a24e70320,en,Goddess Era: 2331 Draws
Coromon,5e1286cf92d07e6b1017a05d,es,Coromon
星辰陕西麻将-联网单机下炮子玩法,60ba35f81800973c0fbeef3e,zh,Xingchen Shaanxi Mahjong - Online and Offline Gameplay with Cannonballs
League of Angels: Chaos,61933fcce98ec11478b9b0b7,en,League of Angels: Chaos
Reigns: The Witcher,6979752f4a317a30a8284282,en,Reigns: The Witcher
誰ソ彼ホテル -蕾-：本格ミステリー推理＆アイテム探し謎解き,67a32ffdf329d5e183e85ff6,ja,Who's Hotel -Tsubomi-: A full-fledged mystery and puzzle-solving adventure featuring hidden objects.
鬥雀麻將,611138a118009712459c7a64,zh-Hant,Dou Que Mahjong
SkeeBoost: Ball Arcade Game,64c7603705c7eb05ae39b89e,en,SkeeBoost: Ball Arcade Game
Touchgrind Skate 2,55d93d6502ac645ad20d41f0,en,Touchgrind Skate 2
Telegraph Puzzles: Word Games,640f5044d47d3b65c063ae33,en,Telegraph Puzzles: Word Games
レイトン教授と不思議な町 EXHD for スマートフォン,5b1a5ae8197e9705a2e44f78,ja,Professor Layton and the Curious Village EXHD for Smartphones
TaleTrail-Story Stream,6705c0f99b6b0e9aa45a4ba3,en,TaleTrail-Story Stream
Idle Sports Stadium Tycoon,637f08c0b759a802c4551c76,en,Idle Sports Stadium Tycoon
Coral Isle,65f218b7d86a2a4d78d27b76,en,Coral Isle
Domino! - Multiplayer Dominoes,55c51f2b02ac64f9c00028c2,en,Domino! - Multiplayer Dominoes
Age of History 3,6720621588970436e1cdd7ef,en,Age of History 3
Stellar Sanctuary,68955570961dfb564637018c,en,Stellar Sanctuary
Brick Breaker: Legend Balls,5cdaa9bbb8ffe02b4604782f,en,Brick Breaker: Legend Balls
Wordscapes Uncrossed,5a0dc7ce0211a6c78d241f42,en,Wordscapes Uncrossed
賭城大亨,5cc7a59ff319836f6353502f,zh-Hant,Las Vegas tycoon
开心跑得快-正宗十三张十三水比鸡,610107e873d0cd1c3c0e8c9c,zh,Happy Run Fast - Authentic Thirteen Cards Thirteen Water (a card game) vs. Chicken
今晚打牌3缺1–麻雀、老虎機、百家樂、鬥地主,5d982e608ec0546ed451e6e3,zh-Hant,"Tonight we're playing cards, 3 players needed – Mahjong, Slots, Baccarat, and Dou Dizhu."
Slagalica Kviz,55de03e402ac6453fd00e657,hr,Puzzle Quiz
Grand Theft Auto III,55d20e3902ac64ee73000027,en,Grand Theft Auto III
Slingo Casino Bingo Slot Games,55c52e7302ac64f9c0002d27,en,Slingo Casino Bingo Slot Games
永夜降临：复苏,661d2739e21e3366c6c654b0,zh,The Eternal Night Descends: Resurrection
Sudoku - Classic Sudoku Puzzle,5e250588d72dfc1988b411bf,en,Sudoku - Classic Sudoku Puzzle
Poker Texas Holdem Live Pro,552d903e276e33cd700013c3,en,Poker Texas Holdem Live Pro
聖三國蜀漢霸業,612ee59595c7600d500934bf,zh-Hant,The Three Kingdoms: Shu Han Hegemony
Galaxy Control: 3D strategy,55c52efe02ac64f9c0002d5f,en,Galaxy Control: 3D strategy
斗地主经典版-单机游戏欢乐版棋牌残局闯关,571ce53c02ac64dfe4000027,zh,Classic Dou Dizhu - Single-player Fun Version: Card Game Puzzle Challenge
Bubbu – My Virtual Pet Cat,56fc9bb3d51c65945d0194ba,en,Bubbu – My Virtual Pet Cat
WOW Slots: Online Casino Games,60fe3beff46dde08d48091a3,en,WOW Slots: Online Casino Games
Tam Quốc: Chiến Địa Vô Cương,694b5e4fbbd06f4b61f1e389,vi,Three Kingdoms: The Unbounded Battlefield
Vera Vegas - Slots & Casino,58c20652160fde2e9900216a,en,Vera Vegas - Slots & Casino
ĐấuLa Đại Lục3D:HồnSư ĐốiQuyết,6695e953ff0c1af70c83442a,vi,Douluo Continent 3D: Soul Master Showdown
Shiba Story Go! RPG Idle Game,689d9104509a3d4ff08d3915,en,Shiba Story Go! RPG Idle Game
Scratch Off Lottery Casino,61528710064f6c05491aff2e,en,Scratch Off Lottery Casino
Curse of Aros - MMORPG,5da169fb693aaa583512a054,en,Curse of Aros - MMORPG
돌돌디 - 전략 디펜스,68633acce6ad5fae5bdfa46d,ko,Doldoldi - Strategic Defense
Nitro Nation: Car Racing Game,55d3a1a902ac64350a000f07,en,Nitro Nation: Car Racing Game
Masha and the Bear: My Friends,6310199ecd4da2487ea16fa3,en,Masha and the Bear: My Friends
Driving School Simulator,5f4dff4523ab396b21cf2cc6,en,Driving School Simulator
Rummy 500,557a2368d84e3af3cb000339,en,Rummy 500
Gobble Dash: Juiced Up!,69326e427bcfcd0a53178cf7,en,Gobble Dash: Juiced Up!
Pocket Bots: Battle Robots,65588822ad4adb3bfb43c4e1,en,Pocket Bots: Battle Robots
Jewels Jungle : Match 3 Puzzle,5a38ba2137dd496549313b5c,en,Jewels Jungle : Match 3 Puzzle
중년기사 김봉식-원조 방치형 근본겜,55c55d3953b4ca82f400bc7b,ko,Middle-aged Knight Kim Bong-sik - The original classic idle game
武林侠影-单机武侠rpg,639192eaf0f0256d13f79d83,zh,Wulin Heroes - Single-player Wuxia RPG
MudRunner Mobile,5efdde238c588b3661104ec6,en,MudRunner Mobile
Room Decor: Lovely Home,69309027493a08edc6dc4407,en,Room Decor: Lovely Home
ドラゴンクエストモンスターズ テリーのワンダーランドSP,5be21686249f1f6a7639ee14,ja,Dragon Quest Monsters: Terry's Wonderland SP
冠军网球：大师传说,5a88282d0211a6288e905fda,zh,Champion Tennis: Legends of the Masters
Rumble Stars Football,5c5330e51c0e6332d7ef1ebd,en,Rumble Stars Football
ねこあつめ２,67002208b099ce6aefb4b715,ja,Neko Atsume 2
Aquarium Party,6220a775c8855d1d5a5ebb71,en,Aquarium Party
Jewel Blast Time - Match 3,61527e0cb1730c0b33eadaa3,en,Jewel Blast Time - Match 3
ようこそ実力至上主義の教室へ～マージパズル特別試験～,659628758dd7810655e7bdf4,ja,Welcome to the Classroom of the Elite ~Merge Puzzle Special Exam~
爆炸奇兵,677462bb89319b284c81b169,zh,Explosives
애쉬앤베일 : 방치형 RPG,671d8f6f8f435f45836ac395,ko,Ash and Vale: Idle RPG
Clicker Heroes - Idle Slayer,557a24c691cf3f33b900036f,en,Clicker Heroes - Idle Slayer
Gladiator The Game,582f50c5b704a15182006724,en,Gladiator The Game
Pizza Boy A Pro,5cf875f834148473621a8e38,en,Pizza Boy A Pro
Munzee,5c535b69153612694a783c84,sw,Old man
Konoha Shippuden: Ninja War,68ea16062e46e89d490265e1,ja,Konoha Shippuden: Ninja War
Dragon Farm: Island Adventure,6699b9943d8af89b6bb9bfe8,en,Dragon Farm: Island Adventure
Viladia: Cozy Pixel Farm,672dc3228e61132a15daee6b,en,Viladia: Cozy Pixel Farm
Kitty Castle: Tower Defense,6608ecd46c1fc46a0268040b,en,Kitty Castle: Tower Defense
귀신과 함께-악귀연구소,672d8949f70446ce5f8c6f21,ko,With Ghosts - Evil Spirit Research Institute
Touchgrind BMX 2,5a86f89d0211a6cb7808af53,en,Touchgrind BMX 2
我叫MT2,5b0752ca25322319a290b08d,zh,My name is MT2
West Escape,652936fab3ae2779dbfcc345,en,West Escape
Turning Stone Online Casino,58d1be550211a618ba000160,en,Turning Stone Online Casino
拳魂觉醒,5de456ccb9ab9460021973c1,zh,Awakening of the Fist
幻獸競技場,69f8116b918d407d7e20bd45,zh-Hant,Monster Arena
Vibe City,6663ee4d9fb26dc0a9fd8578,en,Vibe City
